irn,title,title_length,image_irn,width,height,contentUrl,rights,description,observedDimension,creator,role,createdDate,createdPlace,productionUsedTechnique,isMadeOfSummary,isMadeOf,isTypeOf,influencedBy,depicts,refersTo,creditLine
32026,Sir Joseph George Ward,22,425438,7200,9638,https://media.tepapa.govt.nz/collection/425438/full,No Known Copyright Restrictions,,"4.5, 6.5","Herman Schmidt,James McDonald","photographer,photographer",1907-1911,,"black-and-white photography,gelatin dry plate process,copying",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","photographs,black-and-white negatives,gelatin dry plate negatives,portraits,copies",,"Portrait photographs,men,Suits (Clothing)",,
32081,Fijian Club,11,425486,9767,7285,https://media.tepapa.govt.nz/collection/425486/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Wood carving,Arms & armament,Christchurch,Fijian",Indigenous peoples,
32118,Bust of Seddon,14,419794,8043,10907,https://media.tepapa.govt.nz/collection/419794/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","sculpture,black-and-white negatives,gelatin dry plate negatives",Nelson Illingworth,"Sculpture,men",Wellington,
32590,General Post Office,19,419780,10842,8002,https://media.tepapa.govt.nz/collection/419780/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1902,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",Renaissance Revival,"Construction,Post offices,Clock towers,Bell towers,Wellington",,
32606,Russell (Kororareka),20,449789,11251,8164,https://media.tepapa.govt.nz/collection/449789/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
32841,James Hislop,12,449816,8102,11183,https://media.tepapa.govt.nz/collection/449816/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
32897,Wallaceville Blockhouse,23,419810,10842,8016,https://media.tepapa.govt.nz/collection/419810/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Blockhouses,Wooden buildings,Meadows,Trees,Upper Hutt",,
32937,Snow Crystals,13,449845,8125,11305,https://media.tepapa.govt.nz/collection/449845/full,No Known Copyright Restrictions,,"4.5, 6.5","James McDonald,Unknown","copyist,publisher",1912 - 1926,,"black and white photography,copying",Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives,copies",,,,
33038,Pohutukawa Tree,15,449824,11355,8149,https://media.tepapa.govt.nz/collection/449824/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1923,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
33087,Kimble Bent,11,425428,7251,9818,https://media.tepapa.govt.nz/collection/425428/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1916,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,portraits,gelatin dry plate negatives",New Zealand Wars,"men,Suits (Clothing)",,
33088,James Hislop,12,449817,8119,11172,https://media.tepapa.govt.nz/collection/449817/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
33152,Russell (Kororareka),20,449788,11231,8171,https://media.tepapa.govt.nz/collection/449788/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
33166,Sir Joseph George Ward and Lady Ward,36,425436,9784,7268,https://media.tepapa.govt.nz/collection/425436/full,No Known Copyright Restrictions,,"4.5, 6.5","Unknown,James McDonald,Herman Schmidt","photographer,photographer,photographer",1890-1910,,"black-and-white photography,gelatin dry plate process,copying",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","photographs,black-and-white negatives,gelatin dry plate negatives,portraits,copies",,"Portrait paintings,Women,men",Wellington,
33214,Snow Crystals,13,449849,8157,11344,https://media.tepapa.govt.nz/collection/449849/full,No Known Copyright Restrictions,,"4.5, 6.5","James McDonald,Unknown","copyist,publisher",1912 - 1926,,"black and white photography,copying",Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives,copies",,,,
33536,"First New Zealand Church, Paihia",32,449798,11321,8229,https://media.tepapa.govt.nz/collection/449798/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1913,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
33805,Cordyline australis - Liliaceae,31,449857,8171,11217,https://media.tepapa.govt.nz/collection/449857/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1921,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
33857,Dr James Allan Thomson,22,451496,8259,11244,https://media.tepapa.govt.nz/collection/451496/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1912 - 1926,,black-and-white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
33948,Snow Crystals,13,449844,8134,11288,https://media.tepapa.govt.nz/collection/449844/full,No Known Copyright Restrictions,,"4.5, 6.5","James McDonald,Unknown","copyist,publisher",1912 - 1926,,"black and white photography,copying",Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives,copies",,,,
33997,Rope Walk,9,419844,10859,8070,https://media.tepapa.govt.nz/collection/419844/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1912 - 1926,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Landscapes (Representations),Channels,Hills",,
34030,Freycinetia banksii (Pandanaceae),33,449858,8153,11231,https://media.tepapa.govt.nz/collection/449858/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1921,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
34102,Kimble Bent,11,425430,7302,9818,https://media.tepapa.govt.nz/collection/425430/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1916,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,portraits,gelatin dry plate negatives",,"men,Suits (Clothing),Books,Tables,Chairs",,
34103,"James Hislop, Under Secretary",29,425444,7183,9614,https://media.tepapa.govt.nz/collection/425444/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives,portraits",sitting,"men,Suits (Clothing),Trees,Chairs,Panama hats",,
34194,Pseudopanax (Nothopanax) chathamicum (Araliaceae),49,425452,7268,9784,https://media.tepapa.govt.nz/collection/425452/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1903,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Trees,Plants,Evergreens,Leaves",,
34212,Residence of Mr James Busby,27,449803,11335,8237,https://media.tepapa.govt.nz/collection/449803/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
34393,Man at the Christchurch Exhibition,34,425484,7319,9801,https://media.tepapa.govt.nz/collection/425484/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives,portraits",,"men,Christchurch,Fijian",Indigenous peoples,
34533,Trans-shipping Ponies and Eskimo Dogs,37,425464,9709,7152,https://media.tepapa.govt.nz/collection/425464/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1907-1914,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Ships,Harbours,Hills,Seas,Ship equipment & rigging,Piers & wharves,people,Crowds,Ponies,Dogs,Lyttelton,Christchurch",expeditions,
34534,Trans-shipping Ponies and Eskimo Dogs,37,425466,9801,7234,https://media.tepapa.govt.nz/collection/425466/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1907-1914,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Ships,Harbours,Hills,Seas,Ship equipment & rigging,Piers & wharves,people,Crowds,Ponies,Dogs,Lyttelton,Christchurch",expeditions,
34898,Pompallier House,16,449795,11265,8202,https://media.tepapa.govt.nz/collection/449795/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
34899,"Kororarika [Sic], Bay of Islands 1836",37,449805,11104,8080,https://media.tepapa.govt.nz/collection/449805/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1903 - 1926,,black and white photography,Black and white nitrate negative,"nitrocellulose,silver,black-and-white film,cut film","nitrate cel,black-and-white negatives",,,,
35079,Mollymawk - Christchurch Exhibition,35,425490,9784,7285,https://media.tepapa.govt.nz/collection/425490/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1930,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Birds,Grasses,Christchurch",exhibitions,
35103,Flightless Ducks  -  Christchurch Exhibition,44,425492,9767,7268,https://media.tepapa.govt.nz/collection/425492/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,1906,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,"Birds,Grasses,Christchurch",exhibitions,
35141,Nedcyttus Rhomboidalis -  from Cook Strait,42,425494,9767,7302,https://media.tepapa.govt.nz/collection/425494/full,No Known Copyright Restrictions,,"4.5, 6.5",James McDonald,photographer,Circa 1930,Wellington (New Zealand),"black-and-white photography,gelatin dry plate process",black and white gelatin glass negative,"sheet glass,photographic gelatin,silver,photographic plates","black-and-white negatives,gelatin dry plate negatives",,Fish,Cook Strait,
